ID;Nome;CNPJ/CPF;Endereço;Telefone;Email;Data Cadastro
1;"Pedreiras Contagem 
Fazenda Contagem Fercal DF";26.500.165/0001-16;DF-205, Km 61 - s/n - Fercal, Brasília - DF;(61) 3501-3050;;2025-12-06 12:17:11
